Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/8/2023 10:16,4/8/2023 10:18,IP Address,99.38.252.130,40,115,FALSE,4/15/2023 10:18,R_2Ysxlq20kstIidb,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11424661,11424661,Reproductive Health Policy,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,
4/15/2023 11:26,4/15/2023 11:29,IP Address,132.241.174.138,100,217,TRUE,4/15/2023 11:29,R_33qytdDkAZqqfGY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11327083,11327083,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It meant I could have a more personable conversation with people within the same topic who may have had different ideas.,That perhaps not all measures that could be taken are the correct measure.,"Lobbying government officials,A letter to a government official",,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,,It is a required lower division class for my marketing degree
4/8/2023 11:50,4/8/2023 11:50,IP Address,208.53.88.140,4,34,FALSE,4/15/2023 11:50,R_1n8SHmVXpD8pCa7,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2023 12:29,4/16/2023 12:37,IP Address,73.220.192.119,100,491,TRUE,4/16/2023 12:37,R_UaJelz9bglees7f,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8781228,8781228,Climate Change and Environmental Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I helped me feel more connected to the topic I am researching because I was able to talk with others on how to actually implement my ideas.,My biggest takeaway from my breakout room was the different ideas for how to make a difference from people who had similar topics as me,"Social media for digital advocacy,Elect supportive public officials,A letter to a government official","Petition,Organize a public demonstration",Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,I think something that would be useful in the future is getting into small groups periodically throughout the semester to be able to talk to people with similar topics as you and exchange ideas,I took a town hall section of POLS 155 because I thought the meeting would make me feel more involved in the topic I was researching
4/9/2023 13:49,4/9/2023 13:50,IP Address,174.160.235.169,12,21,FALSE,4/16/2023 13:50,R_3J8D844TS4lNf4T,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11136360,11136360,,,,,,,,,,,,,,,,,,,,,,
4/16/2023 14:43,4/16/2023 14:56,IP Address,132.241.174.48,100,740,TRUE,4/16/2023 14:56,R_vZiSbV4Ji5OegKd,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11370633,11370633,Climate Change and Environmental Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"Town Hall meeting, and even more so the research and topic exploration beforehand, helped me to affirm what it is that I am interested in and majoring in. As I am a Parks and Recreation Management major, and I wish to pursue a career in the Nation Park Service, I felt that this class/Town Hall allowed me to explore facets of that pathway while still being relevant as a political science class.","That only really ""large scale"" problems are thought of when the topic of environmental protection and climate change come up. Things like ""climate change"" and CO2 emissions are not something that, globally, we will really move away from anytime soon, based on how our society simply fuctions. Therefore, it really showed me that more work needs to be put into educating people more on smaller scale topics that could actually, effectively change. ""Climate change"" is a big topic, so the best way to help fix it would be to focus on much smaller parts of it individually.","Lobbying government officials,Petition,Organize a public demonstration","Elect supportive public officials,A letter to a government official",Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Provide more food and less embellishment in the opening speeches.,To clear my GE requirement.
4/16/2023 16:37,4/16/2023 16:49,IP Address,76.158.50.85,100,737,TRUE,4/16/2023 16:49,R_3OrJ1yY9KeSsfts,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11035584,11035584,Cost of Living and Poverty Policy,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,It was a way to show the students and community what we have researched done. ,I learned that people who learned the same topic as me we are able to tie our research together and probably make good argument to our officals if we reached out,"Petition,Organize a public demonstration,A letter to a government official",Lobbying government officials,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,I feel like preparation was the most stressful part and mediating that can probably help,I actually didn't know and wanted a different professor besides Scarpelli. I stay in the class after finding out because I know that town hall would be a good way to keep me engaged in the class. 
4/16/2023 20:43,4/16/2023 20:49,IP Address,73.116.111.162,100,357,TRUE,4/16/2023 20:49,R_WlojbTlw7eVswlX,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10918662,10918662,Drug Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,I felt like it was just an exercise in talking about different viewpoints with many other people.,The U.S. government is hypocritical and based on the emotions of old white men. ,"Lobbying government officials,Petition,A letter to a government official",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,It was required for the class.
4/16/2023 22:27,4/16/2023 22:33,IP Address,132.241.174.102,100,359,TRUE,4/16/2023 22:33,R_2ONeRvEsUHWGWAQ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11432929,11432929,Firearm Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,It was a way to hear other ideas about topics that I cared about,That solving the problems that we were talking about is not as easy as it seems.,"Write a letter to the editor,Social media for digital advocacy,Petition",Elect supportive public officials,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Give more time in the break out rooms.,It is a requirement. 
4/16/2023 22:47,4/16/2023 22:55,IP Address,73.116.109.199,100,488,TRUE,4/16/2023 22:55,R_CmrdVGyXca1ba9P,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11389093,11389093,LGBTQIA+ Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was great to be able to share ideas with others that were in the same policy groups. I benefitted a lot from hearing how other people approached similar issues and how they would solve them.,My biggest takeaway from the breakout room discussion was that my peers can greatly change policies and enact change if we do the research and get together on issues.,"Social media for digital advocacy,Petition,Organize a public demonstration",Lobbying government officials,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,maybe a more organized way to tell which tables were open for the action symposium. Like if the director of the table raised a hand or stood up. It was hard to find open tables.,I did not know there was a difference. haha.
4/17/2023 0:48,4/17/2023 0:54,IP Address,75.4.39.191,100,380,TRUE,4/17/2023 0:54,R_2tJbT9zGOO7SGiH,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10635275,10635275,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Disagree,It was an interesting place to hear new ideas and meet others. ,That criminal justice is such a broad topic that has many solutions and problems. ,Social media for digital advocacy,Write a letter to the editor,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,More of a community feel. The groups were a bit awkward with little structure. ,Because it fit with my schedule. 
4/17/2023 1:11,4/17/2023 1:25,IP Address,98.208.42.150,100,843,TRUE,4/17/2023 1:25,R_1NCBLSgGoHdVBQp,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11507367,11507367,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was fascinating hearing about all the students finding and hearing what the facilitators had to add to the discussion. It was eye-opening in the sense of discussing what we found and what we could do to personally make a difference. ,It was comforting to see how many people felt the same as me and discussing what we could do to make a difference. Overall we all decided that not having enough education available was what the problems we found boiled down to. ,"Petition,Organize a public demonstration,A letter to a government official","Write a letter to the editor,Social media for digital advocacy",Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,For next semester better communication between the crew who were in charge of putting the video together and those wanting to participate. ,Because its a GE requirement. 
4/17/2023 2:41,4/17/2023 2:48,IP Address,76.29.163.72,100,405,TRUE,4/17/2023 2:48,R_516bo3k0KDjQKzv,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10719723,10719723,Firearm Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,What i got out of it is that a lot of people have different opinions and when we come to together to discuss a topic it helps you understand the topic better .,My biggest takeaway was that I need to find a way to take action on on my policy solution.,"Lobbying government officials,Write a letter to the editor,Elect supportive public officials","Write a letter to the editor,Social media for digital advocacy,Petition",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,There was a lot of people trying to get the worksheet done and it was hard to find what the topics were at the end.,Requirements for major 
4/17/2023 2:55,4/17/2023 3:08,IP Address,98.234.25.145,100,785,TRUE,4/17/2023 3:08,R_2QQgvT5LKKHnGok,,,,,37.9985,-121.8878,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11663536,11663536,Firearm Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Town hall meeting was very educational.,I'm not the only one being unrealistic.,"Lobbying government officials,Write a letter to the editor,Petition","Social media for digital advocacy,Organize a public demonstration",Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,The last part of the town hall meeting was a little unorganized. Timed rotations and more seats would be helpful when going around tables.,I just chose whatever POLS 155 fit into my schedule.
4/17/2023 9:28,4/17/2023 9:32,IP Address,99.44.171.16,100,260,TRUE,4/17/2023 9:32,R_rjUIXHkiyuRUlR7,,,,,37.2808,-121.9572,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10275942,10275942,Cost of Living and Poverty Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,a social way to discuss policy issues that affect many people,a specific policy issue is not easily solved by one solution,"Lobbying government officials,Social media for digital advocacy,A letter to a government official",,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,,because course syllabi are never posted prior to the start of the term so i cant read and review what im getting myself into
4/17/2023 11:01,4/17/2023 11:12,IP Address,132.241.174.145,100,655,TRUE,4/17/2023 11:12,R_BV9JiPSfxlgOAdX,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,7936956,7936956,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,It was an experience that was eye opening to the different policies at hand that we all view as issues that need addressed in society.,My biggest takeaway was the different ways of getting word out about the policies that need attention.,"Social media for digital advocacy,Organize a public demonstration,A letter to a government official","Lobbying government officials,Petition,Elect supportive public officials",Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,"I feel like there could’ve been more time in the breakout groups than we actually received because my group had so much more to talk about, but we had to skip over people and cut their times to a minimum of around a minute per topic.","I honestly didn’t know I did, this is my first semester at Chico State and it was a class I needed."
4/17/2023 11:08,4/17/2023 11:13,IP Address,132.241.174.68,100,312,TRUE,4/17/2023 11:13,R_3mgDD3L0EGz78TC,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8444190,8444190,Healthcare Policy,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,It was a place to not only learn about specific policy topics but share among my peers what I’ve learned ,How many people agreed with a single payer type system in all different ways ,"Write a letter to the editor,Elect supportive public officials,A letter to a government official","Social media for digital advocacy,Petition",Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,More time in discussion sessions because they felt very rushed. ,To graduate 
4/17/2023 11:07,4/17/2023 11:15,IP Address,132.241.174.167,100,478,TRUE,4/17/2023 11:15,R_3F42kmzNefmhOyq,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11643698,11643698,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It meant I had an opportunity to meet people with similar, or different opinions than me on a policy topic that I am interested in. It was educational because I got to see more perspectives on my topic.","I discovered that my group felt strongly about the same things that I did, and I am now determined to do what I can to help create change surrounding my policy topic.","Lobbying government officials,Petition,A letter to a government official","Social media for digital advocacy,Elect supportive public officials",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More food ;),"I have heard about Town Hall from a few of my friends and they all said that it was a really cool or interesting experience, and I thought it would be cool to participate in an event so large that was focused on things I'm interested in."
4/17/2023 11:04,4/17/2023 11:16,IP Address,73.66.139.107,100,732,TRUE,4/17/2023 11:16,R_3lySJrmguGIMm2t,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10653423,10653423,Climate Change and Environmental Policy,Agree,Strongly Agree,Agree,Agree,Agree,Agree,The Town Hall Meeting was a necessary event for me because it provided crucial information that I was unaware of which allowed me to be more observant and cautious about our environment. ,The biggest takeaway that I observed from my breakout room was that it is failry difficult to create laws about the environment because not everyone in the office agree on certain policies.,"Write a letter to the editor,Social media for digital advocacy,Petition","Lobbying government officials,Social media for digital advocacy,Organize a public demonstration",Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,"I thought the Town Hall Meeting was great, but I think having shorter breakout room time would've been better",I took climate change and environmental policy because I was curious to see what certain things that heavily damage the climate to avoid them.
