Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/5/2022 12:16,11/5/2022 12:23,IP Address,174.193.51.53,100,436,TRUE,11/5/2022 12:23,R_1dFvjUsWKD5t10v,,,,,38.7609,-121.2867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10645922,10645922,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I think the town hall was a great way for me to see my hard work off all my THM assignments pay off and meet many people who are actively working towards solutions of my policy area,I think check could of been quicker ,I liked the idea of collaborating and hearing what my peers had to say about things I care about 
11/5/2022 13:23,11/5/2022 13:26,IP Address,73.192.222.116,100,197,TRUE,11/5/2022 13:26,R_2v2sbRuaJVSXw0s,,,,,38.3545,-120.7573,anonymous,EN,I do not agree to take this survey.,11695854,11695854,Reproductive Health Policy,Agree,Agree,Agree,Disagree,Agree,Agree,,Better time management and organization of the event. ,
11/5/2022 13:37,11/5/2022 13:40,IP Address,132.241.174.1,100,197,TRUE,11/5/2022 13:40,R_1Pe3jDh1LfMuyUL,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11381228,11381228,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"I really enjoyed seeing what other people focused on in my policy area. There was some problems that I had already  identified but ultimately decided no to do, and other ideas that I didn't even think of. ",I think the Town Hall Meeting could be improved by having a more organized or faster way of checking in.,I was curious on what it was and wanted to see how it would work out.
11/5/2022 13:42,11/5/2022 13:44,IP Address,98.255.112.73,100,139,TRUE,11/5/2022 13:44,R_2sXPP736HyfSRYU,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10940320,10940320,Criminal Justice Policy,Agree,Agree,Agree,Agree,Agree,Agree,I really liked talking to an actual expert. ,The organization was a little messy. ,I didn't really look into it that much. 
11/5/2022 13:51,11/5/2022 13:56,IP Address,132.241.113.193,100,315,TRUE,11/5/2022 13:56,R_1llzlfcaWQMS0uY,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11494185,11494185,Housing and Homelessness Policy,Agree,Agree,Agree,Agree,Strongly Agree,Agree,I thought it really was a cool experience and chance to reach out to my peers and see different perspectives on a topic that has bee plaguing this area and our society even in all of America. ,Maybe perfecting a way to sign in that does not take almost an hour. Other than that the only problem that I encountered was individual students not really participating in the discussions. ,Because I thought that public speaking could be something that I should work on because it is something that I struggle with. So having to create a policy and show it to people in the subject and my peers was a cool aspect that i was looking forward to. 
11/5/2022 13:16,11/5/2022 14:28,IP Address,172.58.39.251,100,4307,TRUE,11/5/2022 14:28,R_3nxhWElYUtDsw7p,,,,,38.6639,-121.3388,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11477844,11477844,Drug Policy,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,I think it gave me a chance to open up to the current crisis on opioids and also opened more solutions to the problem.,I think it can be better prepared and maybe more engagement from students ,I took it because my advisor recommended me to
11/5/2022 15:24,11/5/2022 15:29,IP Address,132.241.174.32,100,290,TRUE,11/5/2022 15:29,R_2tilqBPd5J28CNw,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11160878,11160878,Firearm Policy,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,The town hall meeting is a great way for multiple people in the same public  policy area to share their ideas with one another.,better moderators that will stay on track ,"it was needed for my GE's
"
11/5/2022 16:37,11/5/2022 16:42,IP Address,73.151.71.138,100,315,TRUE,11/5/2022 16:42,R_DTUVDokvpbjaBzP,,,,,39.0854,-121.5444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11371686,11371686,Cost of Living and Poverty Policy,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,I was able to speak opinions and thoughts to many people at Town Hall,Nothing  ,It was part of my grade and needed to take this class because it was GE Requirement
11/5/2022 16:55,11/5/2022 16:57,IP Address,132.241.174.99,100,79,TRUE,11/5/2022 16:57,R_1ml6MDWkdjdfStK,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11680189,11680189,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,,,
11/5/2022 17:21,11/5/2022 17:24,IP Address,132.241.174.97,100,187,TRUE,11/5/2022 17:24,R_3iQHKxTZ5GmUc8k,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11582520,11582520,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,I learnt a lot from it. I learnt how others see immigration.,start earlier so the line wouldn't be as long,I was interested. 
11/5/2022 17:18,11/5/2022 17:26,IP Address,73.220.195.181,100,452,TRUE,11/5/2022 17:26,R_1IN00oklZnI8hUE,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11512736,11512736,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,It was a way for my to express my feelings about an issue in our community and get help with ideas of what to do about that and discuss that with others. ,"Get more people to help check people in and be more prepared for the large amount of people. Also get room numbers correct, many people were sent to rooms that were closed or didn't exist and it was overall just very disorganized. ","I honestly didn't know there were sections without it, I thought it was required for all sections. "
11/5/2022 18:25,11/5/2022 18:31,IP Address,98.255.114.86,100,333,TRUE,11/5/2022 18:31,R_pAd9HdsdWtsfCSJ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11130952,11130952,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,the check in situation did take quite long which took time away from our discussion and we had to rush a bit more so I’d say that’s the only thing I saw needed improvement. ,I heard to do the town hall was more fun than the other sections for pols 155
11/5/2022 19:00,11/5/2022 19:06,IP Address,132.241.174.219,100,344,TRUE,11/5/2022 19:06,R_3Jz8YKJDQ4ItRej,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10717578,10717578,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,It meant sharing your ideas with people who are passionate about the same topic and also hearing the way others view the topic.,The only thing that could be improved is how long it was and when it started. I feel like it could be shorter and start earlier ,"If I am being honest, I didn't realize I did until I came to class on the first day."
11/5/2022 20:31,11/5/2022 20:35,IP Address,132.241.174.84,100,270,TRUE,11/5/2022 20:35,R_1hMs5AhsKb7bAq6,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11415964,11415964,Criminal Justice Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,It was a great way to learn how people with and without the same policy topic thought and how people with the same or similar delt with the same topic but in different ways. ,It seemed a little disorganized and like not everybody knew what they were supposed to be doing on the staff side. I was also given a nametag that had the wrong policy on it. ,Because it looked like an interesting class and I had to. 
11/5/2022 19:51,11/5/2022 21:29,IP Address,98.208.19.211,100,5873,TRUE,11/5/2022 21:29,R_3gZQcE60irPLqzu,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11592257,11592257,Higher Education Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It didn't really mean much to me in the beginning but when the day if the Town Hall Meeting came and I was there in my breakout group I understood the purpose of everything we did throughout the semester. It was a very enlightening experience and I learned a lot from my peers. ,To make the Town Hall Meeting better I believe providing students with a sense of what to expect that day would be relieving. When I was there at first I was nervous because I didn't really know what to expect the TA's had somewhat explained it but it wasn't thorough enough. ,I took it because it was a required course.
11/6/2022 5:25,11/6/2022 5:33,IP Address,132.241.174.114,100,505,TRUE,11/6/2022 5:33,R_V229lpZUnrDuBNL,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11366681,11366681,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,The Town Hall Meeting was a way for me to hear other students ideas.,Probably better direction for the lineup line.,Because it was part of the class.
11/6/2022 9:11,11/6/2022 9:13,IP Address,98.51.234.18,100,162,TRUE,11/6/2022 9:13,R_2EESstqjvVIXP8R,,,,,37.7688,-122.262,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11350834,11350834,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Seeing the effectiveness of collaboration during discussion etc. within our policy area.,N/A (it's well structured) or maybe breaking it into 2 parts,Because I wanted to further educate myself on a policy area I'm passionate about and be surrounded by others who feel the same.
11/6/2022 10:49,11/6/2022 10:54,IP Address,76.114.63.196,100,321,TRUE,11/6/2022 10:54,R_qW03D0VgDVR9HSp,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11033751,11033751,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,it was a fun way to be able to engage with others to further my topic area.,"i think organization. in the beginning, they didn’t organize the check in lines properly and no one knew where they were supposed to go. I ended up in the wrong like for like 45 minutes.",I thought that it would be more interesting than just taking a weekly test
11/6/2022 11:01,11/6/2022 11:03,IP Address,76.103.142.244,100,155,TRUE,11/6/2022 11:03,R_BzzeYyVb3VrUTU5,,,,,37.8989,-121.6054,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11372180,11372180,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,It was really interesting getting to talk to people who studied the same topic and shared similar thoughts. I found it really beneficial to be able to talk to the consultants about the legalities and possibilities of our policy solutions.,Make sure the consultants and moderators are better prepared to facilitate a productive discussion.,It was a requirement.
11/6/2022 13:37,11/6/2022 13:38,IP Address,67.169.113.229,100,96,TRUE,11/6/2022 13:38,R_wLDordeBIAXeYq5,,,,,37.6196,-122.4816,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11155561,11155561,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,Sharing ideas among peers ,faster and go more smooth ,general education 
11/6/2022 14:40,11/6/2022 14:42,IP Address,73.220.197.165,100,159,TRUE,11/6/2022 14:42,R_1F4HHtGxfpstN1o,,,,,39.7272,-121.8129,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11037508,11037508,Climate Change and Environmental Policy,Agree,Agree,Agree,Agree,Agree,Agree,I got learn about other people and their policies,a little more organization,its a requirement
11/6/2022 14:57,11/6/2022 15:04,IP Address,199.48.116.70,100,468,TRUE,11/6/2022 15:04,R_3EAsInKx4HsrlmN,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11743408,11743408,Higher Education Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"The Town Hall Meeting was a great place for me, being someone with strong opinions about equality and fairness between everyone, regardless of any factor. Being someone who wants to be more active politically, this was a great experience to get to learn more about the political process, and the things I can do to drive the change I want to see in the world. However, I still do hold semi-pessimistic views about who is running our nation, but I am put more at ease knowing that my voice and vote does matter more than I gave it credit for. At the end of the day, I'm glad this was an experience I was able to have to be able to affirm my belief in the political system and have hope that change can come.","The one thing I would improve would be the last part of Town Hall, in the library/BMU, there wasn't enough space for students in the Library and was told to go to the BMU instead. My only complaint is that, that portion of the event be handled better so students wouldn't have to waste time traveling back and forth from venues. ","It was mandatory as a class I needed to take, so I took it. Applying late, I didn't have very many options for classes, but I was still interested in taking this class regardless, since I am very concerned about I can cast my vote and be heard. "
11/6/2022 15:06,11/6/2022 15:09,IP Address,132.241.174.139,100,157,TRUE,11/6/2022 15:09,R_2wRXBDqi4vDjvcO,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11630633,11630633,Reproductive Health Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,The town hall was a great learning experience for me and it opened my eyes to a lot of the possible obstacles that my policy solution would face.,"Shorter, more time in the breakout rooms",I wanted to propose a call to action for abortion rights.
11/4/2022 11:37,11/6/2022 15:50,IP Address,199.48.116.70,100,191583,TRUE,11/6/2022 15:50,R_xn0ijc0sMXVEC41,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11669269,11669269,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,I found it to be a great way to meet people who share similar interests to me and have meaningful discussions about our chosen policy topics. It allowed for a great insight on the process of discussing and growing ideas.,If we met with people from other policy topics and heard their ideas it would be good for understanding how ours would sound from the outside and what measures we could take to improve our own views while also giving us insight into the policy topics of others.,It was recommended to me by a student advisor and seemed like a good opportunity.
11/6/2022 16:07,11/6/2022 16:14,IP Address,132.241.174.230,100,438,TRUE,11/6/2022 16:14,R_xEJP94BBCumykUh,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11445448,11445448,Drug Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Getting to know a little bit about topics that need change right now,more cookies,"because it seemed interesting
"
11/6/2022 17:38,11/6/2022 17:55,IP Address,98.208.43.173,100,978,TRUE,11/6/2022 17:55,R_3Ok3LVEPWpAkl2c,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11034440,11034440,Drug Policy,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,The Town Hall Meeting was a time to hear other thoughts about my own policy topic and others'. It helped me see the different perspectives that I wasn't thinking about for the purpose of my research and showed me different ways to deal with the incredibly flawed drug policy in America.,I thought it could have been organized way better. The organization of lines to enter the BMU was incredibly disorganized and I got sent all the way back to the end of a line because I joined the wrong line and was not told about the significance of all the lines until I was being sent to the back.,This was the only section of POLS 155 that matched up with my schedule.
